,user_id,settings,following
1469,BZzUQAb2C5Upx7tLnWV2XJMOl3E3,,"['MYO1dUDaqZc8sw4l7oeONN68EVw1', 'oAdC8nLOlzREnuxTaoaTAl1zFl22']"
1470,yhPh41MvYWVIBZY11CbP45deR3I2,{'understoodLanguages': ['it-IT']},"['HtiHadx3QaPoKtU82oTGbXyuVbu2', 'jYdeg6fhjXdJm0JQ4OAWMK2DfzN2', 'kEMgAnf9pVaKAoqr8Vl0IMCct2p1']"
1471,0kX7bB9PtUZlRlczptykMOedBWi2,{'understoodLanguages': ['en-GB']},"['5AUYtzTzeBhwYxGvL3m6WPnEFsw2', 'A7c4aYfmvlTYJkBnsNdOK4FvqGk2', 'CBXZ41LsJWZdGgOuzyLHC4P7Yup1', 'NxvggZKkWMewdJ6VGHHl4Z8oYvj2', 'PESwmOUGtYfQ1306HdZ57AR2Vm22', 'QILmgIe8ojPgRQ3b4zhrUTznMkv1', 'YMJUf7J3v2SqW8EFM64e3V23MUT2', 'hPYWulSu5XWrjZZtTX0FPTjJtIS2', 'psfz7BDMEJTWix2GkOcNvBGwcx53']"
1472,C7m9wa774YdeeMI0eZ2ZerbwTqG3,,['ZiBNaqdwOEPxhFTmx6wVtWqnL6w1']
1473,L7YI3MOokGNJG2uS9M7Ym4hO5Om1,{'understoodLanguages': ['en-GB']},['XSbOYwhrYqV20YzxPFqMLL1PzO83']
1474,I5w8bBIPrygEXnAHZulHT9xjvbE2,,"['0iNKlOsDZed7I8lWXPM94sUAI5a2', '6W6Us8bhnDS7MQOKROY4DBqCrwY2']"
1475,U436o3bJYGXwA6EvKKEPC8O0if33,{'understoodLanguages': ['it-IT']},"['16d6Z1Yd3RPmd8J37FTv9GnCY9e2', 'pSVtaHxw94VG73iOxU46a1rH6Me2']"
1476,YI1Q7qPoSATc4bO6UyqcU73DxuO2,,['hDZ9YjNP9QRTgyR5EBjQy78Bmxp1']
1477,nzVkdJtPN4M54H9sBYqXddlWhuj1,,"['9rLn91XzpmRmG6uUPtgbg2baI3w2', 'Gllb0UtvwOfOT0q0xUkmnWLlukt2', 'YzyzydjBIDbHTgDXApKgF5N73vA2', 'fkVVcC2yKKYgyHYmu14RmDxx2gF2', 'h133hz4A8EeKbMuJMBm5nzeuNwi1', 'okDVCv4Fl7VszIzcEHVCqiWSA702']"
1478,EKu6uQW6K1XzFBvgLYTK3tWmhRk1,,['hDZ9YjNP9QRTgyR5EBjQy78Bmxp1']
1479,VDFg93PlkMNYfLCzHIIRYqUOzDq1,,"['aJJIOx7sNSP1t08XmwBRXB5htam2', 'wUkVQ2PBKUcHvqpOQ1vuVx0srur2']"
1480,gOp2xRnZO8dgjGFxsvqtzgYrlih2,,
1481,VjThuKDTz5WxnYyOYa0LamySv4j1,,
1482,lywFuTPX3oPvYffz2AruphBinfH3,,
1483,0JJKtClwimdo612UVMiWVyCVbVS2,,"['s3a1yoxHeNhakBJyf9P3z7iezZf1', 'vMmDESggmjhHi8vBeEKwQYdpDt22', 'xJ3t18NgpiUWSDJCmvOETP0qq6m1']"
1484,9fg8DIvyeSX5k7v2SQ6DkJmkcsb2,,"['1XmiV6pkRjeEI8QFMW9Uw1AJHzR2', '248hZewmYRZHNdBaslyDwx6LlIA3', 'u3889UQPOHXtLgRzS5SpfN3gIQI3']"
1485,mBlnRbkE7yRWvRDw3p1GJLmLyAP2,,['emvfp9uUR4N0NIlHTe7DYjtrskJ2']
1486,Hg9UPGXg6bUG8J7UZ4yr1wgfd5B2,,['Ym3A9ceJPWM7eDCmmx1RyQPVeHg2']
1487,MZQcVb0mAnOoNXa6wR9lCi53skH2,,['EQrUVbtAvqV1wp11G5NtwYak9Pf2']
1488,NmFCpclSD1bG5Ksdi1GKRCGDKOQ2,,['dTZb7FYIkch94EYecDiYQnkcPcs2']
1489,XaNxBbPaybajnZAmxjY6aFi8GRI3,,['qK2Y0FotO7cXRqetVP1LNyEu2Rv1']
1490,HEhoefkqYPbqiXzabMpb0PT1ODP2,,['xvZP9PxsYldGOONzZmuvlT8vzr82']
1491,4bCwgYQSpGQf2z116EEdRcdK99f2,,['xvZP9PxsYldGOONzZmuvlT8vzr82']
1492,8sgqz99PBcQCA2jdG40Fkm7flPE3,,"['EIwf8vUKfFNQ0dJ4cm8NJpj2Bwk1', 'abOV7MDYaUZfbT6VBYy9saWqz863', 'dTZb7FYIkch94EYecDiYQnkcPcs2', 'ndtmJUfLXzS94F0XK4YG7q19QAs1']"
1493,wE2Z8Wcb2If0aTJvPoeaX0Hmpbh2,,['A0fGRu5BlDWbh91KVRQTXLopdWj2']
1494,0ElZ0jJoJ4W6ReQQy852F05Ba8p1,,['MWWemDWnDoT9f4zarkCfPAzk0Lr1']
1495,2wR3VD2y3leC0UEDOIc0klW8BkX2,,
1496,jZyaPCO5BYX7k9rocqNpUAiLoq02,,
1497,MjnLvT5dWYQ2koxVH9Z42pdjyZh1,,
1498,HaNFV267IQc597fJQsDnVEYKMyq2,,
1499,jYDWS3qf67PrL4ICTcu6DmVTeOy2,{'understoodLanguages': ['en-GB']},
1500,006SNH8gQ5QmFWGrPeGlXaqjiA13,{'understoodLanguages': ['en-GB']},
1501,00Pbmls9bbPgvkPKRfXTTN6WVQZ2,,
1502,00bTwM6plTTAc9kjacC1JD0Pgmt1,,
1503,00rzzVH4aTddmaoHmHMupFu9of72,,['t2w3yQD5sUSRlW8Qe4X2D1fdCCI2']
1504,00w0xQ0R9nW2jglqWMQ6fUpyp5p1,,['OCY9QLnAZUTf7MLq0zKmxe5VJNa2']
1505,00zFC3pA8BOSmSDedup97tPVR922,,"['1QfMnY3du3edMMvv1ePopKamu6X2', '1ofq8uqGemYEZHfQmIb0cxsK6Ez2', '6PizuIKZi7Ot7LhkziL25Kd55E92', 'DQsFCnZrSnfnhDqqSnPYlFN6hXB3', 'HwpuAUoZCyQJMdl7jh7nBwfWpbl1', 'I2VGJqB1xePHDU0Rnklzp9KLrYh1', 'MweccowwPFdpzNrjdVixbiQ2cQs2', 'WBI81LVpGRRwZqyEXc0qhXDFShz1', 'kD9ceUQ9BGMX8yCdbjZs5bEnQu93', 'lWE4FFMXzffjWMr5tKwT2UlB3CD2', 'lanqDPdlnbZ5ZAnSbJLuEpESU2L2', 'n2iCNZmHDmPyP7wpffFidoCkIMI3']"
1506,015Nn7OKdeb59ZpMzGKJYFLfF5R2,,['NsQwIjvRrwVe9qyCULtX25IJbtH2']
1507,01J0cMst4AMQoQTjgXNtQXH8Pkd2,,"['3tKjeBAhq8R675kbTspqYEOx5ee2', '5YjvDdOG2Da5XyxLq0rBQ71ylDl1', '74VOj7xDfVZv4769lhCPP5ZY52M2', 'FaIkJvsKOdbn44G72PrY97ikDun2', 'JJVmDaTs8DND6mFaRuP5vCeVvOB3', 'JbEjr8THdLe9iHayUepbxA5BMT83', 'KoGYg3dijRQccfUyyZJAELNHPcs2', 'V110qllNAKY4keqtz4pIgcZkREk1', 'XNREQfBf9ZVAIPtUIUPPsRQuGvF2', 'ZqmZC8KQIhguH2cNCvmxgfna8M83', 'aPUeJgzSQMM5IcNc0EAonfL0D7K2', 'eXOREiaqw4ZqJdG8QcFigfm72bC3', 'emvfp9uUR4N0NIlHTe7DYjtrskJ2', 'fPKjDXugEMeHvDdeaZJF6LJewxk2', 'nNpfdCriCHUSuWG1q8O0FaES0g62', 'qIG5EG5Fw0fu9oOPwJEPloU7lxC3', 'wm0W0oHlIXYS6MKj6BdEqx0MAjF2', 'wy0fxcDUxNX9dEAoxvS1pkMJr4u2', 'xHx9sirQx2eLev3vYwxk8EtYpr23']"
1508,01MwkSEMRVYoH82gQg0qLLYVjWV2,{'understoodLanguages': ['it-IT']},"['1GEAybif2POUR9AP6pLKd1KVLiL2', 'BwvQr3CW92VZ9oTTflRogecFmBQ2', 'QGFvtgJtQPM8sCK66VyYLLa392B3']"
1509,01Oxgn4imDdd1Okj7dghQPccDKv1,,['sWdhUJ6LMTaYW8DEw6C7KuVwTAv1']
1510,01cAIlzVlYdxTXXDtjYfmpM4Lmg2,{'understoodLanguages': ['en-GB']},['1GEAybif2POUR9AP6pLKd1KVLiL2']
1511,01zTuE2YpFQy41nC1ayavZVZbVv2,{'understoodLanguages': ['en-GB']},"['HdIXIu7rrzPydnLmna1QzPXISP43', 'LXlufsRd9gZ4tQE4AfUycnu9jKv2']"
1512,0230zTkwBAMcTJDd41pKVME17os2,,['hDZ9YjNP9QRTgyR5EBjQy78Bmxp1']
1513,02PYOrfj0RUWSe3jy2ptEyOY8TR2,{'understoodLanguages': ['en-GB']},"['3pfufjYIZITeUfxYUET1m4fxMlk1', '9Or7JOm2JZbIXCShCx8eRmDwG4T2', 'NftRiQThuXgN6Ij6foGItIsf87h1', 'NxvggZKkWMewdJ6VGHHl4Z8oYvj2', 'aQKuMPQvJcNXpaa1boPascTjfCC3', 'sfMhD5xIqDOGlLLspJEYEY6PyqR2']"
1514,03FrZXcawnOm8srFAGVUoKW6BW43,,['AfpxYyt0uLUoXe8pCJBCZ2LFPEy1']
1515,03GpI9mPd4YlJStnhciDJSoIxMe2,,"['HMjql2w1xGPD6fllu7BtRBgl7q82', 'th3z3HQVyaWYaoGqfU44nhsw3u82']"
1516,03KC3c7kPGa5GnZdWdqBpAxhd5G3,,['atY3jD2NLrM9WfP3tDRKD26BpbN2']
1517,03VV8hte1dSUwFFMpNjqhmC7ciS2,,"['5PJF8dq6emeRn8zJ5RFX61AmSsN2', 'Cwu2oucCyVfNGwKkSUmJ44gg2r93', 'VfHRg8U5uBSK3pDSrKGPtsx5sh63', 'div8aq0QVgMdGwDbwMQESzD3xno2', 'eeJhzTz86EcF3YCtfJ0nSyPFR3C2', 'iBpcHlGMupcVHDUGaqd1dxFXep33', 'nnWuy9Og11ZlEKQ0Vzdq6iwdNWN2', 'ybojNEmcX5U179XVOFt8TOAlrfp2']"
1518,03XoXveDX0aveObI14RJ8uY8Rpx2,{'understoodLanguages': ['en-GB']},['9x9M37SrWkMSUXNJZeZYf6t3FN12']
1519,03iOtTsxNLbKzpKvNv5H3nuhvWA2,,['aZo8Lk7GYsSIDtNaTxzZld5kSzm1']
1520,043ucrPbn1Umz3qqwYLC5WyvGWP2,{'understoodLanguages': ['it-IT']},['5ypDCc79zNgTbrJ9kNdVIBEIeXk2']
1521,04GmvPMRbrUYIv5BOk8aVr1yJ1K3,,['7HUYVk3hYNPhpblSCeIvz7CSSHE3']
1522,04lQpBtUwxY4nPmnABcvZXE3wcU2,,['zofcOLvDPXcNNNF0LBv1vc61nxj2']
1523,04uAzEqeG2OvmH7DgaISLlxVdCf1,{'understoodLanguages': ['en-GB']},['xvZP9PxsYldGOONzZmuvlT8vzr82']
1524,04vqp1i7kpa46IQBS0rDJ8AMRQI2,{'understoodLanguages': ['en-GB']},
1525,05112y6qKOhOfVnvoNasnD1HJs12,{'understoodLanguages': ['en-GB']},
1526,05LoL9akaDZ1Ny7HDZEcqPghgre2,,
1527,05qS1TSnWBfiGmgqKq98CM26jXu1,,
1528,062vZBLwohNRUywpDw4SzFZSWb72,,['zofcOLvDPXcNNNF0LBv1vc61nxj2']
1529,06H5yysv1jSuH1VwuYOqHPYa5hF2,,"['2tfXjFQmFuYYbD3ZZw8TJU5n1Ii2', 'Oe0AarCAHdNfWuo15seiEfqRaNH2']"
1530,06JAo0f3NUPl86pDAxuxzsoTOFE3,,"['AN19i3J0fTZ9HWv4f3SrX8HRev52', 'Oe0AarCAHdNfWuo15seiEfqRaNH2', 'bTsZO2WxdFYb9Z7lz98TxDdGRgB3', 'gj8BYjNi52Pvf1wmHdHLFN5JRL73', 'njOKoKH5bac8hYR0KmOuvsjjEBP2', 'p0uWoo9SD3RL7TsBcgUyPuryrrq2']"
1531,06NoErEczjffVRxkhGapnjLEEvU2,{'understoodLanguages': ['en-GB']},['EcyJXrVIfSNOM5qKGxLVLrDi1Tt2']
1532,06km4eEGwnRGeSMW9zjgTCThIEy2,,['hDZ9YjNP9QRTgyR5EBjQy78Bmxp1']
1533,06uy2m35E0SlpZ4fBsdcyKpTZw02,,"['tuLpjvlksZSba9XIfOoKvxUfY5a2', 'u90jwApBs0NXxoN34a9FjaxIxzd2', 'vIo6656zP5ZAIfHU0Ij9xBgHJQ33', 'vl7d9L9Pk1giio0YygNrbDuLaGk1', 'wUnSvOIIbHW3ugvwDLyjzErvA692', 'weWJsjphBmg4XdqHNoBhmXNPHEp1', 'xZfE3FLew1OvgxMQCiOqgpL3VaF3', 'xvZP9PxsYldGOONzZmuvlT8vzr82', 'y9tiGYe19aSyetBO1Li0NleCpJO2', 'z1jZxNAJKwUwzKog2DkFOdWQjvO2']"
1534,07RLQHFBp3Ymv3c9k937ChuPmZa2,,['ahq1xGrs8Ic6PFe7bqhDjb74ff33']
1535,07so3wU3gCeW1RpIJnWPzHV0EtM2,{'understoodLanguages': ['en-GB']},"['6EHYxJEzZkaHfvtaIHblRqCAK5j2', 'G3dO49U5U6QC156UA0dWN9EFM153']"
1536,081ACGs9r2WhJvqGDto9WP5IAUl1,,['MWPXxxcgQdSmJgehSGpNp275YD53']
1537,082T8YrKpmTmwAieYrYN313fzD43,,['DnBr6HvXmiOYBijUx0du2mtQfyF3']
1538,08BO73PggsfOFemFWhRfTHY2aAU2,,['01KALPcaq1Q7ZgghsxnmUbQFw0d2']
1539,08DOhI6BlJUv2PvRPc344OWxWvZ2,,['9Or7JOm2JZbIXCShCx8eRmDwG4T2']
1540,08IbV3wHzgMwciPCeUPM3J9sW4s1,,['H7rRdKPqzlQjLg1wASCfZkEE2892']
1541,08XEuE2c6EULUWKD8yuraXuE2rq2,"{'understoodLanguages': [‘en-GB’, ‘es-ES’]}","['8q6HWr7KnCQ1HY4LKTDNsWMZR6b2', 'l6OU6YQq8vWofF9s3GTZVg73O0g2', 'xvZP9PxsYldGOONzZmuvlT8vzr82']"
1542,08sEK80dqvdPS1ot19K8YV2vy753,,['0DyGjZdStuODuhsyrE93mwLQb3e2']
1543,08xqR4uimsOYiTefYsCvVrQVHu03,,['zqZcAHGKVTXee53J0Uh5Zu3HDL43']
1544,0924NvYjAlMbtjBEciv3fx5XZL52,,['inhK19PiW9f4CKzVzpe16vV4IeC3']
1545,09NBXYSMiqYyFQs5rOVEYLKghtb2,,['esFhFMtkLdOFUAQ1k5rAJf5zvuQ2']
1546,09OU7R8MGYgEEAqHo429I4COLkE2,{'understoodLanguages': ['en-GB']},['hDZ9YjNP9QRTgyR5EBjQy78Bmxp1']
1547,09bOPUMZInMTpQIrnDa8e8P6mSJ3,,['xvZP9PxsYldGOONzZmuvlT8vzr82']
1548,09dCay5dz1NRnrbHfQqtB3woV962,,"['10tOJNa0QzZ3kvsTgDnq5neOmkc2', '16rgtAfo1oPufgtwfXRC7sCDMhw1', '1pxI5N5JiuRGT8qYQRoZjHx0pge2', '3JxfajqLtlfLrKt8QB5UuVTUY6q2', '3R6Iv70cy5aF60JO7FJxXuB1BVJ2', '5NV53vl4pEat67vB8BqPmjsayxg1', '5qk0qZIWTIYuuaW7uL2MynVMP0V2', '6DNDio8XzhQ5t8iQmublKRlFbK92', '6exBGBO5MlSc3sAGFNyiRFS3R483', '7eeVB2j1ivgfi4lT8tsKzyC2mg02', '94Rk9elpwpPCbo8kuoFAizMEhon2', 'BDM9Qam6CMO0AjT0imGWDLbs8873', 'BvqAakGMgkMNCcvpJ5LlNGXJqm83', 'CG5ShN1CIEe7QTiTBZMk3NwqVNh1', 'Ch1erf9Q7rQzyQ3Wp52GuutWBaM2', 'HIuydsG1D9aShmJRs8qcpFGBSiH2', 'JbEjr8THdLe9iHayUepbxA5BMT83', 'NwGCrFwrXaQvXK0MCHIBJQgxQVg2', 'Qw9H2gNFHoOSBc2xjQ0xNw7Sph92', 'V86QFdcmWYOZkoFGtk8iXfpfScM2', 'XkRvLCtoP4PpV4wFYZoAIRlxnh02', 'YIBMxxQ13FMAlqrExOmu58ZLy4I2', 'YdOaTdKKlWQkpEojYM8WfFbTawF2', 'ZmwcSg7ZVjMd2TZzrSkMW5Q4MQ63', 'b4Jxjl7QEAQfmvNlITrxbZwRcm13', 'bIA1DaRtuGTfAkNMMzVbbvEHu8A3', 'dJ3PfTpGc2hjLO44rGcxklJdvIJ3', 'dXN3ZX5iaahTW5mkFJIled466if1', 'gX3b88wWIRgHoiX78T4kdxqSPWx1', 'hvisIse9lOhbolThsXQDnkrVRqO2', 'jM7lQUd0NCUBzortGuGn8Xq0YU52', 'k0uqTpwP22hrSG9NFZUNufPlGfi2', 'k1AZxsvbVnXP20d7VlGGdowYdhp2', 'mL4FQ33gtWVdFSOd7JEJNbtUwwA2', 'oF2woGKGIDbKjOjKklGtxvxLgIE3', 'oLHnUJWHpghUGvZpyivTqPNWEDF3', 'oaScoFP2cGRXaHt07MsKQmjUIjQ2', 'pcxjmkpIKIQsju6apsj53FnuZZq1', 'pumEKuX93rcnj1a7DioinsYlkB43', 'qE90mHc4nHMNSz3JDxM8YsF3TV52', 'rlSiea9vrEgG5zg7h35xWGPx93E3', 'tIPkg2SUsUPENsoERA3mNpuRqUg2', 'tiICGgqy5TesQAdjdcUWbdUIag42', 'uuzEFXgoaDbwyK03ih6kbars1763', 'vMO8bFS8cvSSB5Ga1NrmFtLn7ik2', 'wA5ipS953Sfnjbu972iEfKRWjv73', 'wSJAjZgVrtT49OYS387rKadQM872', 'yzqOCgmM0cYE2Gfro2RQPQAnWcH2']"
1549,09glwG4vToRkyizaOjrDJhOGJb52,,['kA2fxPg2tRQPK62tUlB34gFWyM83']
1550,0AUIjyMYYARxYmppJgfzsbElH1B2,{'understoodLanguages': ['en-GB']},"['B67J0et8TfhMxhhy18tOEnz4DDh2', 'cV81FzNLXRUcLv0lGfy27FEtQ5B3']"
1551,0AYLOPEUW9UHSVj06z8cVbUOCsm2,,['O0LjHZcnMVYCzVSmR47oG6BxWzN2']
1552,0AyTx98hmUaGIRY8Cl8yFIsOhLE2,{'understoodLanguages': ['en-GB']},"['6exBGBO5MlSc3sAGFNyiRFS3R483', 'FOvBSctOIQN8BsIZgV0uRSSYzTR2']"
1553,0B1na1PUhAfY9iUDK4eIpOcIlzw2,,['kghq24jwEENiwYvDAsBE45sKmXi1']
1554,0B2VUyo2VTZPDdCgT8O192kxZSo1,,['7HUYVk3hYNPhpblSCeIvz7CSSHE3']
1555,0BOtLUer8GRmmchaSm1SYjUxqlj1,,['lGCto8phsMS9Enea5CRJ2RGq9M22']
1556,0BVG7z01bIZ2IGLf9gE9cX6ft1c2,"{'understoodLanguages': [‘en-GB’, ‘es-ES’]}",['S4wMtrteQCNqr03EzaCA8i8UkIC2']
1557,0BXY9Dlch9W994qZqguO6f2oTnD3,{'understoodLanguages': ['en-GB']},['ZQ1Hn8dQokShiQPVcn3rHMgIkD73']
1558,0BkihMvuBuQ68kxG5oodpOJ3j373,{'understoodLanguages': ['en-GB']},['6hDhkYNMe7N2mu4ArEu2EOxVzXr2']
1559,0BwDAyJ1aGR4kaxs2ebptOrozmJ2,,['ovHXO9lT7OOWakxlN7AzjjFB0aj1']
1560,0BwivH10alUByGNEoj21gv8LKn23,,['XmhnajpTfddkHLJt6o1Un7QRxkW2']
1561,0C43ly6x0AcjXlqdqnVtJdWRajX2,{'understoodLanguages': ['en-GB']},"['A0fGRu5BlDWbh91KVRQTXLopdWj2', 'NWI4wkRO4iPPYI6EYe79G4YaCKn2', 'NxvggZKkWMewdJ6VGHHl4Z8oYvj2', 'h1JAkq9CNHdfG7eFOGoed86JvIx1']"
1562,0C8OzPsGYXcLF82qlN1qOHcFapZ2,{'understoodLanguages': ['en-GB']},
1563,0C9uDnvyWFaBKNUFGflKLatGBtz1,,
1564,0CFMZYjqlQQx2hArmZEl30QewT52,{'understoodLanguages': ['en-GB']},
1565,0CV2BkQbZtWoh1LGPDj1jeVsicD2,{'understoodLanguages': ['en-GB']},
1566,0D9g7XLfQyYixwy7R5JqNzOTBI12,,
1567,0DAy42A1EidYdPQ07UiK81cgBEu1,{'understoodLanguages': ['it-IT']},
1568,0DD0pkoA7aXZBr49sARpMwCiRWk2,,
1569,0DEw3lkf7QSi3KzUBCL4IX7Ijmq1,{'understoodLanguages': ['it-IT']},
1570,0DGdvj0UBcSkP6giOEaxQecXDAg1,,
1571,0E4nuJnH1lhqKVBofvWzFp1fRI62,,
1572,0ECwX3RNL3TPwmjdZ6EpYTzFJWD2,{'understoodLanguages': ['it-IT']},
1573,0EG6EJGqfAa4huILNQDoFS5H7dn1,,
1574,0EGcPVBzRKNidTQrndNNNi7wWTO2,{'understoodLanguages': ['en-GB']},
1575,0Ef7LZrovdc5RcYOlJe7FghfOHq1,,
1576,0FFsSISBxPgY1yYunbXLJjAn4gu1,{'understoodLanguages': ['en-GB']},
1577,0FJgpuAgDoXktBEfCDPkDsJi28E2,,['d3Yil36Wg6dUnveKzNiv6smyJDt2']
1578,0FOCMJ4I2HfiJfK3wcyLMNIWgCv1,,['60ufGRlcqKVx50P29xCbGbjXHgH3']
1579,0FTTABW9tEMK1mbmES2VkhZ00bG3,{'understoodLanguages': ['it-IT']},['zofcOLvDPXcNNNF0LBv1vc61nxj2']
1580,0FWhycJzUiOZvqKJwd7g5TGZ7aB2,,['pcxjmkpIKIQsju6apsj53FnuZZq1']
1581,0FrP7WzhXkUgCsWrSIRuCvJrdG92,,['pQd6KU0D0IaxWGPBuA1VoujLfVA3']
1582,0GBYr9KMwgcSd5uAhlOucqF2u572,,['7HUYVk3hYNPhpblSCeIvz7CSSHE3']
1583,0GBfxzVn1NVfXRumxtqcxG5vhqI2,{'understoodLanguages': ['en-GB']},['5sZoaSuffLWr7qIDhe1eRYpBdHY2']
1584,0GCMwSpYCkavV3LZKPtBnkGhEOQ2,{'understoodLanguages': ['en-GB']},['zofcOLvDPXcNNNF0LBv1vc61nxj2']
1585,0GUXQjqTpvbV1SJuJ3OD152fepM2,,['rFP2lWfxxcY1sU7jo8DeEquDaew2']
1586,0GXtayDI2OcN1k3EAHahgJKEoZD3,{'understoodLanguages': ['en-GB']},['1SnGl5zh46YdThlQgz9gbhN11P82']
1587,0GlEm81VAvcZDo9HZ7lQ5KQq3pY2,{'understoodLanguages': ['en-GB']},['GdIkgwAXgAa7GOG97sunPwtpyDq2']
1588,0H2wg9nIytQZejumBruvEYJQywB3,{'understoodLanguages': ['it-IT']},['E0RlNrUiD6YkjsIyIeuJdqAianC2']
1589,0H3x2GfJCcZf6NJM4D6WBjJURoD2,,['XNyA9QDP41bqlvmeRy9oy1P6QWQ2']
1590,0H6ysLVhl4fi2rVsxkuQNGFaDCJ3,,['hDZ9YjNP9QRTgyR5EBjQy78Bmxp1']
1591,0HLw4WELGlTmlLbA6pnIK9Ruh0j1,,['hDZ9YjNP9QRTgyR5EBjQy78Bmxp1']
1592,0HQvEoTm0bQvpFt3V9XUETI7Puf1,,['RAk1gWsWyiVRv5i9A18oiQ6aq6p1']
1593,0HdUPU6myeYrHgEnonoh9AakYbO2,{'understoodLanguages': ['en-GB']},['8XwegGA3F4g6k7EI8L5bim4mgHL2']
1594,0Hf0UkBde2X14DvkYYpBypxmXZ53,,"['JbEjr8THdLe9iHayUepbxA5BMT83', 'KSy5xaxGJqUC7NZ3PPkJPkqMtxR2']"
1595,0HuAgBm1ZMMevjAoeChtPTed80o2,{'understoodLanguages': ['it-IT']},"['2cjHvXYlgRTI2YffGCUXPUp1HMN2', 'WNL2OBGrRNTt2Gnaux6H7P6awJ63']"
1596,0I3A2yYM5ZbS31Pj0KJzofhlXNi1,,['hDZ9YjNP9QRTgyR5EBjQy78Bmxp1']
1597,0IWIghEVr1gLLhV2p7DzQvOyiQB3,,['emvfp9uUR4N0NIlHTe7DYjtrskJ2']
1598,0IbG7a6V4DP4jbpdcm01JuVaNPx2,,"['JMqf3GcfLdVgm1LOGJ0gw6APzVl2', 'ScqWtnYdjybVkHHnxDWSJvBZvkH3', 'emvfp9uUR4N0NIlHTe7DYjtrskJ2', 'gXUuhKmlsvTSwKbktHYITw6BjtI2', 'hHrdkeSObkYOBUIk2QahpnbXTNC2', 'i9Lwymw7WYUAFBGNKJTL9WrdKwp1']"
1599,0It3hGImiPh8JTkvAKS2HGh92y23,{'understoodLanguages': ['en-GB']},"['5nsLbcMr6lPPQC4ExmeY8z1TiUy2', '7zgQGPaF5APllNfDyOMgj58u7Tj1', 'ETcfBVbXF0PsTciIxZAqj6qW9Qj2', 'O0LjHZcnMVYCzVSmR47oG6BxWzN2']"
1600,0JFSBk6Ni1Zvz1C02pBcKIbHcHw2,{'understoodLanguages': ['en-GB']},"['3Qz3NESjMObxx08DFxFoMqgBPsD2', '9OeQhgzpjePtI0ZkmmPjRDehUul2', 'eOjlr7PexoaIIBbwXe6UT0kHonf2']"
1601,0JZqeFju7Deg1KK3MzOAQAXbfXG2,,"['1xqS9UjFLRPGPAPd6OCnMsHSNg13', 'BnA2K8toqnbLv31IzXTJVlUftUs1', 'DMqj5ZzM2Ne5gNPAClUXVabxADD2', 'Ludl9Y3L1NTZtbT9KX3wDrf8j0K2', 'QJwN75dw28YlGdohI80rhHV0Rtf2', 'TyC7sUwXvJUlERRsiuNkNy8b6fN2', 'a36E14F0tsSdtbAYVcrM1JY7cLD3', 'cARhSyhqwUYsIFsrn8hu01newMh1', 'cyF3tWCD7hfyThQP03YmH9XVeVT2', 'eboiukU2OvYWfI6aKA2cX8FLnJT2', 'gOJP9WhoZXbihAyPU4uYao9QqrJ2', 'k0uqTpwP22hrSG9NFZUNufPlGfi2']"
1602,0JbqH9kmLmfvZ6rII1N5y0rzogy2,{'understoodLanguages': ['en-GB']},"['mUBcENQD4ZeBDLchwvWgFPfqN9P2', 'u9xZvaGrMsWRi5taBYEFn7lK6qF2']"
1603,0JpGyarT3yRAwN3nWK1sdNRT0CD3,,['7HUYVk3hYNPhpblSCeIvz7CSSHE3']
1604,0JyPExkLcWVL1o2zgt1fu8rPUWO2,,"['8zNiZI15VBTtdryrAPdVmI4Sukw1', 'pumEKuX93rcnj1a7DioinsYlkB43']"
1605,0JzVPt4s6qQjmjw34x9UER9lcoV2,"{'understoodLanguages': [‘en-GB’, ‘es-ES’]}",['eVSvdCBvQyUDLFDhmSTlEUZtlc13']
1606,0K89sliBeUbbQwUNzSJSXqgmll03,,['9rp60YFQoFVX4oOhQW51LsMDLMz1']
1607,0Km37AuHxvYHjAzuRDL2vGEC4l72,,['7HUYVk3hYNPhpblSCeIvz7CSSHE3']
1608,0Kmnb6olaQXLqU4V6UdlbaRT42g2,,['vCUFm8IqGab1ounqzot3GneQfzc2']
1609,0KtxZBem2NfgZe2queVvMgiMFEy1,,['7HUYVk3hYNPhpblSCeIvz7CSSHE3']
1610,0LWC3u7gBNMFVgtIFodRAVStaeJ2,,"['6exBGBO5MlSc3sAGFNyiRFS3R483', 'JWEzPo0lQgVaUcP2DcUTc46E9LY2', 'mL4FQ33gtWVdFSOd7JEJNbtUwwA2']"
1611,0LxIUndmr8bpxh8t8IsknMP7L8w2,{'understoodLanguages': ['en-GB']},['XjlIcroNXnRYT6AdgMMsNQ9OyXH2']
1612,0M33NoENE8QoeI4kQiTSMJo9Eip2,,['PDQh7gPWAGU2HCP8J1j0vit9dI83']
1613,0M375SuN9tOz31REfEOgO95gSXk1,,['bZvBI3Z8LqZkcpTbMhsL2bloGHw1']
1614,0MCEtutsdyWWG2rS1qrzLT02tcl1,"{'understoodLanguages': [‘en-GB’, ‘es-ES’]}",['aQREG8wsm5b6LR89GRTCI3aHL5z2']
1615,0MmgV0Uf2LfD2zJ5NgZ74BhxQKw2,,['MopHjwzeFkg7xNr9vVntg5D9D2l1']
1616,0NMMoIyeGbQdCQUwoloZKe3HaoR2,{'understoodLanguages': ['en-GB']},['1S9VjUm0Rnbz0y1KobN2IK0Ko542']
